train_id,train_number,train_name,train_type
685,12347,"HWH RPH EXP",EXP
686,12348,"RPH HWH EXP",EXP
687,12349,"BGP NDLS EXP",EXP
688,12350,"NDLS BGP  EX",SF
689,12351,"DANAPUR EXPR",EXP
690,12352,"DANAPUR EXP",EXP
691,12353,"HWH LKU EXP",EXP
692,12354,"LKU  HWH  EX",SF
693,12355,"ARCHNA EXPRE",EXP
694,12357,"DURGIANA EXP",EXP
695,12358,"ASR KOAA SUP",SF
696,12359,"PNBE GARIB R",GBR
697,12360,"KOL GARIB RA",GBR
698,12361,"ASN CSMT EXP",EXP
699,12362,"CSMT- ASANSO",SF
700,12363,"KOAA HDB SF",SF
701,12364,"HDB KOA SF E",SF
702,12365,"PNBE-RNC JAN",JST
703,12366,"RNC-PNBE JAN",JST
704,12367,"VIKRAMSHILA",SF
705,12369,"KUMBHA EXPRE",EXP
706,12370,"HW HWH S F E",SF
707,12371,"HWH JSM SF E",SF
708,12372,"JSM HWH SF E",SF
709,12373,"SDAH RPH INT",SF
710,12374,"RPH SDAH INT",SF
711,12375,"MAS ASN  EXP",EXP
712,12376,"ASN MAS  EXP",EXP
713,12377,"PADATIK EXP",EXP
714,12379,"JALIANWALA B",SF
715,12383,"SDAH-ASN INT",SF
716,12389,"GAYA-CHENNAI",SF
717,12390,"CHENNAI-EGMO",SF
718,12391,"SHRAMJEEVI E",SF
719,12393,"SAMPOORNA KR",SF
720,12394,"SAMPOORNKRAN",SF
721,12395,"ZIYARAT EXPR",EXP
722,12397,"MAHABODHI EX",SF
723,12401,"MAGADH EXPRE",EXP
724,12405,"GONDWANA EXP",EXP
725,12406,"NZM BSL EXPR",EXP
726,12407,"KARMABHOOMI",SF
727,12411,"CDG-ASR INTE",SF
728,12412,"ASR-CDG INTE",SF
729,12413,"AII-JAT POOJ",SF
730,12414,"JAT-AII POOJ",SF
731,12415,"IND NZM EXPR",EXP
732,12416,"INTERCITY  E",SF
733,12417,"PRAYAG RAJ E",SF
734,12419,"GOMTI EXP",EXP
735,12420,"GOMTI EXPRES",EXP
736,12421,"NED-ASR SUPE",SF
737,12422,"ASR-NED SUPE",SF
738,12423,"DBRT-NDLS RA",SF
739,12424,"NDLS-DBRT RA",SF
740,12425,"NDLS-JAT RAJ",SF
741,12426,"JAT-NDLS RAJ",SF
742,12427,"REWA-ANVT EX",SF
743,12428,"ANVT-REWA EX",SF
744,12431,"TVC-NZM RAJD",SF
745,12432,"NZM-TVC RAJD",SF
746,12433,"MAS-NZM RAJD",SF
747,12434,"NZM-MAS RAJD",SF
748,12435,"DBRT - NDLS",SF
749,12436,"NDLS - DBRT",SF
750,12437,"RAJDHANI EXP",EXP
751,12438,"NZM SC RAJDH",SF
752,12439,"RNC NDLS RAJ",SF
753,12440,"NDLS RNC RAJ",SF
754,12441,"BSP-NDLS",SF
755,12442,"NDLS-BSP",SF
756,12443,"HLZ-ANVT EXP",EXP
757,12444,"ANVT-HLZ EXP",EXP
758,12445,"UTTAR SMPRK",SF
759,12447,"U S KRANTI E",SF
760,12448,"U P S KRANTI",SF
761,12449,"GOA SMPRK K",SF
762,12450,"GOA SMPRK KR",SF
763,12451,"SHRAM SHKTI",SF
764,12453,"RNC-NDLS",SF
765,12454,"NDLS-RNC",SF
766,12455,"DEE- BKN EXP",EXP
767,12456,"BKN-DEE  EXP",EXP
768,12457,"DEE BKN  S F",SF
769,12458,"BKN DEE S F",SF
770,12459,"ASR-NDLS EXP",EXP
771,12461,"MANDOR EXPRE",EXP
772,12463,"RAJSTHN S KR",SF
773,12464,"RJSTHN S KRN",SF
774,12465,"RANTHAMBORE",SF
775,12467,"LEELAN EXP",EXP
776,12469,"CNB-JAT EXPR",EXP
777,12470,"JAT-CNB EXPR",EXP
778,12471,"SWARAJ EXPRE",EXP
779,12473,"SARVODAYA EX",SF
780,12475,"HAPA JAT EXP",EXP
781,12477,"JAM SVDK EXP",EXP
782,12478,"SVDK- JAMNAG",SF
783,12479,"SURYA NAGRI",SF
784,12480,"SURYANAGARI",SF
785,12483,"KCVL EXPRESS",EXP
786,12485,"NED SGNR EXP",EXP
787,12486,"SGNR NED EXP",EXP
788,12487,"JBN-ANVT SUP",SF
789,12488,"ANVT-JBNSUPE",SF
790,12489,"BKN DDR SF E",SF
791,12490,"DDR BIKANER",SF
792,12491,"MOURDHWAJ EX",SF
793,12492,"MOURDHAJ EXP",EXP
794,12493,"PUNE-NZM AC",SF
795,12494,"NZM-PUNE AC",SF
796,12495,"BKN KOAA SUP",SF
797,12496,"PRATAP EXPRE",EXP
798,12497,"SHANE PUNJAB",SF
799,12501,"POORVATTAR S",SF
800,12503,"BNC - KYQ HU",SF
801,12504,"KYQ - BNC HU",SF
802,12505,"NORTHEAST EX",SF
803,12507,"TVC - SCL EX",SF
804,12508,"SCL - TVC EX",SF
805,12509,"SBC -GHY EXP",EXP
806,12510,"GHY-SBC EXP",EXP
807,12511,"RAPTISAGAR E",SF
808,12513,"SC - GHY EXP",EXP
809,12514,"GHY - SC EXP",EXP
810,12516,"SCL -TVC EXP",EXP
811,12517,"GARIB RATH E",GBR
812,12519,"LTT-KYQ AC E",SF
813,12520,"KYQ-LTT AC E",SF
814,12521,"RAPTI SAGAR",SF
815,12523,"NJP-NDLS BI-",SF
816,12524,"NDLS-NJP BI-",SF
817,12525,"KOAA - DBRG",SF
818,12526,"DBRG - KOAA",SF
819,12527,"RMR-CDG - WE",SF
820,12529,"PPTA LJN S F",SF
821,12530,"LJN PPTA S F",SF
822,12532,"LJN- GKP INT",SF
823,12533,"PUSHPAK SF E",SF
824,12537,"MANDUADIH EX",SF
825,12538,"MUV MFP EXPR",EXP
826,12539,"YPR-LKO EXPR",EXP
827,12540,"LKO-YPR EXPR",EXP
828,12541,"GKP-LTT-SUPE",SF
829,12542,"LTT-GKP-SUPE",SF
830,12545,"KARMBHOOMI E",SF
831,12547,"AF-ADI SUPER",SF
832,12548,"ADI-AF SUPER",SF
833,12549,"DURG - JAT S",SF
834,12550,"JAT - DURG S",SF
835,12551,"YPR - KYQ AC",SF
836,12552,"KYQ - YPR AC",SF
837,12553,"VAISHALI EXP",EXP
838,12555,"GORAKHDHAM E",SF
839,12557,"SAPT KRANTI",SF
840,12559,"SHIV GANGA E",SF
841,12560,"SHIVGANGA",SF
842,12561,"SWATANTRTA S",SF
843,12565,"BIHAR SAMPAR",SF
844,12567,"SHC-PNBE RAJ",SF
845,12568,"PNBE-SHC RAJ",SF
846,12569,"JYG -ANVT GA",SF
847,12570,"ANVT-JYG GAR",SF
848,12572,"ANVT-GKP HAM",SF
849,12577,"BAGMATI EXP",EXP
850,12578,"BAGMATI  EXP",EXP
851,12581,"MUV-NDLS-SUP",SF
852,12582,"NDLS-MUV-SUP",SF
853,12587,"AMAR NATH EX",SF
854,12588,"JAMMU GKP EX",SF
855,12589,"GKP-SC EXP",EXP
856,12590,"SC-GKP EXP",EXP
857,12591,"GKP-SBC EXP",EXP
858,12592,"SBC-GKP EXP",EXP
859,12593,"LJN-BPL-EXP",EXP
860,12594,"BPL-LJN-EXP",EXP
861,12595,"GKP-ANVT HAM",SF
862,12597,"GKP-CSMT-WEE",SF
863,12598,"CSMT-GKP -WE",SF
864,12601,"MANGALORE MA",SF
865,12602,"CHENNAI MAIL",SF
866,12603,"HYDERABAD EX",SF
867,12605,"MS-KKDI PALL",SF
868,12606,"KKDI-MS PALL",SF
869,12607,"MAS-SBC LALB",SF
870,12608,"SBC-MAS LALB",SF
871,12609,"MAS-SBC EXP",EXP
872,12610,"SBC-MAS EXP",EXP
873,12611,"MAS-NZM GARI",SF
874,12612,"NZM-MAS GARI",SF
875,12613,"TIPU EXPRESS",EXP
876,12614,"TIPPU EXP",EXP
877,12615,"MAS-NDLS GRA",SF
878,12616,"G T EXPRESS",EXP
879,12617,"MANGALA LDWE",SF
880,12618,"MNGLA LKSDP",SF
881,12619,"MATSYAGANDHA",SF
882,12620,"MATSYAGANDA",SF
883,12621,"MAS-NDLS TAM",SF
884,12622,"NDLS-MAS TAM",SF
885,12623,"TRIVANDRUM M",SF
886,12625,"KERALA EXPRE",EXP
887,12626,"NDLS-TVC KER",SF
888,12627,"SBC-NDLS KAR",SF
889,12628,"NDLS-SBC KAR",SF
890,12629,"SAMPARKRANTH",SF
891,12631,"MS-TEN NELLA",SF
892,12632,"TEN-MS NELLA",SF
893,12633,"MS-CAPE EXP.",EXP
894,12634,"CAPE-MS EXP.",EXP
895,12635,"MS-MDU VAIGA",SF
896,12636,"MDU-MS VAIGA",SF
897,12637,"PANDIAN EXP",EXP
898,12638,"MDU-MS PANDI",SF
899,12639,"MAS-SBC BRIN",SF
900,12640,"SBC-MAS BRIN",SF
901,12641,"CAPE- NZM TI",SF
902,12642,"NZM-CAPE THI",SF
903,12643,"NIZAMUDDIN E",SF
904,12644,"SWARNA JAYAN",SF
905,12645,"ERS-NZM MILL",SF
906,12646,"ERS-NZM  MIL",SF
907,12647,"KONGU EXPRES",EXP
908,12649,"SAMPARKAKRAN",SF
909,12651,"MDU-NZM  EXP",EXP
910,12652,"NZM-MDU EXP.",EXP
911,12653,"ROCKFORT EXP",EXP
912,12655,"NAVAJEEVAN E",SF
913,12657,"MAS-SBC MAIL",SF
914,12658,"SBC-MAS MAIL",SF
915,12659,"NCJ-SHM GURU",SF
916,12660,"SHM-NCJ GURU",SF
917,12661,"MS-SCT POTHI",SF
918,12662,"SCT-MS POTHI",SF
919,12663,"HWH-TPJ EXPR",EXP
920,12664,"TPJ-HWH EXP",EXP
921,12665,"HWH-CAPE EXP",EXP
922,12666,"CAPE HWH EXP",EXP
923,12667,"MS-NCJ EXP.",EXP
924,12668,"NCJ-MS EXP.",EXP
925,12669,"MAS-CPR GANG",SF
926,12670,"CPR-MAS GANG",SF
927,12671,"MAS-MTP NILA",SF
928,12672,"MTP-MAS NILA",SF
929,12673,"MAS-CBE CHER",SF
930,12674,"CBE-MAS CHER",SF
931,12675,"MAS-CBE KOVA",SF
932,12676,"CBE-MAS KOVA",SF
933,12677,"SBC-ERS INTE",SF
934,12678,"ERS-SBC INTE",SF
935,12679,"MAS-CBE INTE",SF
936,12680,"CBE-MAS INTE",SF
937,12681,"MAS CBE EXP",EXP
938,12683,"ERS-SBC EXP",EXP
939,12684,"SBC-ERS EXP",EXP
940,12685,"MAS-MAQ EXP.",EXP
941,12686,"MAQ-MAS EXP.",EXP
942,12687,"MDU-DDN/CDG",SF
943,12688,"DDN/CDG-MAS",SF
944,12689,"MAS-NCJ EXP.",EXP
945,12690,"NCJ-MAS EXP",EXP
946,12691,"MAS-SSPN EXP",EXP
947,12693,"MS-TN PEARL",SF
948,12694,"TN-MS PEARL",SF
949,12695,"MAS - TVC SU",SF
950,12696,"TVC - MAS SU",SF
951,12697,"MAS-TVC EXP.",EXP
952,12698,"TVC-MAS EXP",EXP
953,12701,"CSMT-HYB HUS",SF
954,12702,"HYB-CSMT HUS",SF
955,12703,"HWH-SC FALAK",SF
956,12704,"SC-HWH FALAK",SF
957,12705,"GNT-SC INTER",SF
958,12706,"SC-GNT INTER",SF
959,12707,"TPTY-NZM AP",SF
960,12708,"AP SAMPARK K",SF
961,12709,"GDR-SC SIMHA",SF
962,12710,"SC-GDR SIMHA",SF
963,12711,"BZA-MAS PINA",SF
964,12712,"MAS-BZA PINA",SF
965,12713,"BZA-SC SATAV",SF
966,12714,"SC-BZA SATAV",SF
967,12715,"NED-ASR SACH",SF
968,12716,"ASR-NED SACH",SF
969,12717,"VSKP-BZA RAT",SF
970,12718,"BZA-VSKP  RA",SF
971,12719,"AII-HYB  EXP",EXP
972,12720,"HYB-AII EXP",EXP
973,12721,"HYB-NZM DAKS",SF
974,12722,"NZM-HYB DAKS",SF
975,12723,"TELANGANA EX",SF
976,12725,"SIDHAGANAGA",SF
977,12726,"SIDHAGANGA I",SF
978,12727,"VSKP-HYB GOD",SF
979,12728,"HYB-VSKP GOD",SF
980,12729,"PUNE-NED EXP",EXP
981,12730,"NED-PUNE EXP",EXP
982,12731,"TPTY-SC EXP",EXP
983,12732,"SC-TPTY EXP",EXP
984,12733,"TPTY-SC NARA",SF
985,12734,"SC-TPTY NARA",SF
986,12735,"SC-YPR GARIB",GBR
987,12736,"YPR-SC GARIB",GBR
988,12737,"COA-SC GOWTA",SF
989,12738,"SC-COA GOWTA",SF
990,12739,"VSKP-SC GARI",SF
991,12740,"SC-VSKP GARI",SF
992,12741,"VSG-PNBE EXP",EXP
993,12742,"PNBE-VSG EXP",EXP
994,12747,"GNT-VKB PALA",SF
995,12748,"VKB-GNT PALA",SF
996,12749,"MTM EXP",EXP
997,12750,"MACHILIPATNA",SF
998,12757,"SC-SKZR EXP",EXP
999,12758,"SKZR-SC  EXP",EXP
1000,12759,"MAS-HYB CHAR",SF
1001,12760,"HYB-MAS CHAR",SF
1002,12761,"TPTY-KRMR  E",SF
1003,12762,"KRMR-TPTY EX",SF
1004,12763,"TPTY-SC PADM",SF
1005,12764,"SC-TPTY PADM",SF
1006,12765,"TPTY-AMI EXP",EXP
1007,12766,"AMI-TPTY EXP",EXP
1008,12767,"NED-SRC EXP",EXP
1009,12768,"SRC-NED  EXP",EXP
1010,12769,"TPTY-SC  SEV",SF
1011,12770,"SC-TPTY  SEV",SF
1012,12771,"SC-NGP  EXP",EXP
1013,12772,"NGP-SC EXP",EXP
1014,12773,"SHM-SC AC EX",SF
1015,12774,"SC-SHM AC  E",SF
1016,12775,"CCT-SC COCAN",SF
1017,12776,"SC-CCT COCAN",SF
1018,12777,"UBL-KCVL EXP",EXP
1019,12778,"KCVL- UBL EX",SF
1020,12779,"GOA EXPRESS",EXP
1021,12783,"VSKP-SC SUF",SF
1022,12784,"SC-VSKP AC W",SF
1023,12785,"KCG-SBC EXP",EXP
1024,12786,"SBC-KCG EXP",EXP
1025,12791,"SC-DNR EXP",EXP
1026,12792,"DNR-SC EXP",EXP
1027,12795,"BZA-SC SUP E",SF
1028,12796,"SC-BZA SUP E",SF
1029,12797,"KCG-CTO VENK",SF
1030,12798,"CTO-KCG VENK",SF
1031,12801,"PURI-NDLS PU",SF
1032,12802,"NDLS-PURI PU",SF
1033,12803,"VSKP-NZM SWA",SF
1034,12804,"VSKP SWRN J",SF
1035,12805,"VSKP-SC JANM",JST
1036,12806,"SC-VSKP JANM",JST
1037,12807,"VSKP-NZM SAM",SF
1038,12808,"NZM-VSKP SAM",SF
1039,12809,"CSMT HWH MAI",SF
1040,12810,"HWH CSMT MAI",SF
1041,12811,"LTT HTE EXPR",EXP
1042,12812,"HTE LTT EXPR",EXP
1043,12813,"HWH-TATA STE",SF
1044,12814,"TATA-HWH STE",SF
1045,12815,"NANDAN KANAN",SF
1046,12817,"HTE ANVT EXP",EXP
1047,12818,"ANVT HTE EXP",EXP
1048,12819,"BBS-NDLS SAM",SF
1049,12820,"ANVT-BBS SAM",SF
1050,12821,"HWH-BBS-PURI",SF
1051,12822,"PURI-BBS-HWH",SF
1052,12823,"DURG-NZM CG",SF
1053,12824,"NZM-DURG CG",SF
1054,12825,"RNC NDLS SAM",SF
1055,12826,"NDLS RNC SAM",SF
1056,12827,"HWH PRR EXPR",EXP
1057,12828,"PRR HWH EXPR",EXP
1058,12829,"CEN-BBS WEEK",SF
1059,12830,"BBS-CEN WEEK",SF
1060,12831,"BKSC-BBS GAR",SF
1061,12832,"BBS-BKSC GAR",SF
1062,12833,"ADI -HOWRAH",SF
1063,12834,"HOWRAH-AHMED",SF
1064,12835,"HTE-YPR  BI-",SF
1065,12836,"YPR-HTE BI-W",SF
1066,12837,"HOWRAH-PURI",SF
1067,12838,"PURI-HWH EXP",EXP
1068,12839,"HWH-MAS MAIL",SF
1069,12840,"MAS-HWH MAIL",SF
1070,12841,"HOWRAH-CHENN",SF
1071,12842,"COROMANDEL E",SF
1072,12843,"PUI-ADI S/F",SF
1073,12844,"ADI-PURI S/F",SF
1074,12845,"BBS-YPR S/FA",SF
1075,12846,"BHUBANESHWAR",SF
1076,12847,"HWH-DGHA SUP",SF
1077,12848,"DGHA-HWH SUP",SF
1078,12849,"BSP - PUNE S",SF
1079,12850,"PUNE - BSP S",SF
1080,12851,"BSP - MAS SF",SF
1081,12852,"MAS - BSP SF",SF
1082,12853,"DURG-BPL AMA",SF
1083,12854,"BPL-DURG AMA",SF
1084,12855,"BSP - NGP IN",SF
1085,12856,"NGP - BSP IN",SF
1086,12857,"TAMRALIPTA",SF
1087,12859,"HWH-CSMT",SF
1088,12860,"HWH-CSMT GEE",SF
1089,12861,"VSKP-KZJ LIN",SF
1090,12862,"KZJ-VSKP LIN",SF
1091,12863,"HOWRAH YESVA",SF
1092,12864,"YPR HOWRAH E",SF
1093,12865,"HWH-PRR LALM",SF
1094,12866,"PRR-HWH LALM",SF
1095,12867,"HWH-PDY WEEK",SF
1096,12868,"PDY-HWH WKY",SF
1097,12869,"CSMT-HWH WEE",SF
1098,12870,"HWH-CSTM WEE",SF
1099,12871,"HWH-TIG ISPA",SF
1100,12872,"TIG-HWH ISPA",SF
1101,12873,"HTE-ANVT EXP",EXP
1102,12874,"ANVT HTE  EX",SF
1103,12875,"PURI-NDLS NE",SF
1104,12876,"NDLS-PURI NE",SF
1105,12877,"RNC-NDLS GBR",SF
1106,12878,"NDLS RNC GBR",SF
1107,12879,"LTT-BBS BI-W",SF
1108,12880,"BBS-LTT BI-W",SF
1109,12881,"HWH-PURI GAR",SF
1110,12882,"PURI-HWH GAR",SF
1111,12883,"SRC PURULIA",SF
1112,12884,"PURULIA HWH",SF
1113,12885,"SHM-BJE  ARA",SF
1114,12886,"BJE-SHM ARAN",SF
1115,12887,"HWH-PURI S/F",SF
1116,12888,"PURI-HWH S/F",SF
1117,12889,"TATA YPR EXP",EXP
1118,12890,"YPR TATA EXP",EXP
1119,12891,"BGY BBS EXPR",EXP
1120,12892,"BBS BGY EXPR",EXP
1121,12893,"BBS-BLGR S/F",SF
1122,12894,"BLGR-BBS S/F",SF
1123,12895,"HWH-PURI WEE",SF
1124,12896,"PURI-HWH WEE",SF
1125,12897,"PDY-BBS WEEK",SF
1126,12898,"BBS-PDY S/F",SF
1127,12901,"GUJARAT MAIL",SF
1128,12903,"GOLDENTEMPLE",SF
1129,12904,"GOLDN TEMPLE",SF
1130,12905,"PBR HOWRAH E",SF
1131,12906,"HWH PBR  OKH",SF
1132,12907,"BDTS SMPRK K",SF
1133,12908,"MHRST SMPRK",SF
1134,12909,"NZM GARIB RA",GBR
1135,12910,"BDTS GARIB R",GBR
1136,12911,"BL HARIDWAR",SF
1137,12912,"HW BL SUP EX",SF
1138,12913,"TRISHATABDI",SHT
1139,12915,"ASHRAM EXPRE",EXP
1140,12917,"GUJARAT SMPR",SF
1141,12918,"GUJRAT S KRA",SF
1142,12919,"MALWA EXPRES",EXP
1143,12921,"FLYING RANEE",SF
1144,12923,"INDB NAGPUR",SF
1145,12924,"NGP INDORE E",SF
1146,12925,"PASCHIM EXPR",EXP
1147,12927,"VADODARA EXP",EXP
1148,12929,"BL-DHD INTER",SF
1149,12930,"DHD - BL  IN",SF
1150,12931,"ADI DOUBLE D",SF
1151,12932,"BCT DOUBLEDE",SF
1152,12933,"KARNAVATI EX",SF
1153,12935,"BDTS SURAT E",SF
1154,12936,"SURAT BDTS E",SF
1155,12937,"GARBHA EXPRE",EXP
1156,12939,"PUNE JAIPUR",SF
1157,12940,"JP PUNE SF E",SF
1158,12941,"BVC ASANSOL",SF
1159,12942,"PARASNATH EX",SF
1160,12943,"UDYOGKARMI E",SF
1161,12944,"UDHYOGKARMI",SF
1162,12946,"SURAT EXPRES",EXP
1163,12947,"AZIMABAD EXP",EXP
1164,12949,"KAVIGURU EXP",EXP
1165,12950,"PBR KAVIGURU",SF
1166,12951,"MUMBAI RAJDH",SF
1167,12953,"AUG KR RAJ E",SF
1168,12954,"AG KRANTI RJ",SF
1169,12955,"BCT JP SF EX",SF
1170,12956,"JP BCT SUPFA",SF
1171,12957,"SWARNA J RAJ",SF
1172,12958,"ADI SJ RAJDH",SF
1173,12959,"DADAR BHUJ E",SF
1174,12960,"BHUJ DADAR E",SF
1175,12961,"AVANTIKA EXP",EXP
1176,12962,"INDB - BCT A",SF
1177,12963,"MEWAR EXPRES",EXP
1178,12967,"JAIPUR EXP",EXP
1179,12968,"JP CHENNAI E",SF
1180,12969,"CBE JAIPUR E",SF
1181,12970,"JP CBE SF EX",SF
1182,12971,"BHAVNAGAR EX",SF
1183,12972,"BVC BDTS EXP",EXP
1184,12973,"INDB JP SF E",SF
1185,12974,"JP INDB SF E",SF
1186,12975,"MYS JP SF EX",SF
1187,12976,"JP MYS SF EX",SF
1188,12977,"MARU SAGAR E",SF
1189,12979,"BDTS JP SF E",SF
1190,12980,"JP BDTS  SF",SF
1191,12981,"CHETAK EXP",EXP
1192,12983,"AII CDG G RA",SF
1193,12984,"CDG AII G RA",SF
1194,12985,"DEE DOUBLE D",SF
1195,12986,"JP DOUBLE DC",SF
1196,12987,"SDAH AII  SF",SF
1197,12988,"AII SDAH SF",SF
1198,12989,"DDR AII SF E",SF
1199,12990,"AII DDR SF E",SF
1200,12991,"UDZ JP SF EX",SF
1201,12992,"JP UDZ SF EX",SF
1202,12993,"GIMB PURI EX",SF
1203,12994,"PURI GIMB  E",SF
1204,12995,"BDTS AII UDZ",SF
1205,12996,"UDZ BDTS SF",SF
1206,13005,"AMRITSAR MAI",SF
1207,13006,"ASR HWH MAIL",SF
1208,13007,"U ABHATOOFAN",SF
1209,13008,"U A TOOFAN E",SF
1210,13009,"DOON EXPRESS",EXP
1211,13011,"HWH MLDT INT",SF
1212,13012,"MLDT  HWH IN",SF
1213,13013,"BWN-RPH TRI-",SF
1214,13014,"RPH-BWN TRI",SF
1215,13015,"HWH-BHP KAVI",SF
1216,13016,"BHP-HWH KAVI",SF
1217,13017,"GANADEVTA EX",SF
1218,13019,"BAGH EXPRESS",EXP
1219,13021,"MITHILA EXPR",EXP
1220,13023,"HOWRAH GAYA",SF
1221,13024,"GAYA HOWRAH",SF
1222,13027,"KAVI GURU EX",SF
1223,13033,"HWH-KIR EXP",EXP
1224,13034,"KIR-HWH EXP",EXP
1225,13043,"HWH RXL EXPR",EXP
1226,13044,"RXL HWH EXPR",EXP
1227,13050,"ASR HWH EXPR",EXP
1228,13053,"HWH SURI EXP",EXP
1229,13054,"SURI HWH EXP",EXP
1230,13063,"HWH BLGT EXP",EXP
1231,13064,"BLGT HWH EXP",EXP
1232,13071,"HWH JMP EXPR",EXP
1233,13072,"JMP HWH EXP",EXP
1234,13103,"BHAGIRATHI E",SF
1235,13105,"SDAH BUI EXP",EXP
1236,13106,"BUI SDAH EXP",EXP
1237,13109,"KOL-DHAKA MA",SF
1238,13110,"DHAKA-KOLKAT",SF
1239,13113,"HAZARDUARI E",SF
1240,13117,"KOAA LGL EXP",EXP
1241,13118,"LGL KOAA EXP",EXP
1242,13119,"SDAH DLI  EX",SF
1243,13120,"DLI SDAH EXP",EXP
1244,13121,"KOAA GCT EXP",EXP
1245,13122,"GCT KOAA EXP",EXP
1246,13129,"KOAA KHULNA",SF
1247,13130,"KHULNA KOLKA",SF
1248,13131,"KOAA PNBE  E",SF
1249,13132,"PNBE - KOAA",SF
1250,13133,"SDAH  BSB EX",SF
1251,13134,"BSB SDAH EXP",EXP
1252,13135,"KOAA JYG EXP",EXP
1253,13136,"JYG KOAA  EX",SF
1254,13137,"KOAA-AMH WKL",SF
1255,13138,"AMH-BP WEEKL",SF
1256,13141,"TEESTA TORSH",SF
1257,13145,"KOLKATA RADH",SF
1258,13146,"KOLKATTA RAD",SF
1259,13147,"UTTAR BANGA",SF
1260,13149,"KANCHAN KANY",SF
1261,13151,"JAMMU TAWI E",SF
1262,13152,"SEALDAH EXPR",EXP
1263,13153,"GOUR EXPRESS",EXP
1264,13154,"MALDAH TOWN",SF
1265,13155,"MITHILANCHAL",SF
1266,13157,"TRIHUT EXP",EXP
1267,13159,"KOLKATA-JOGB",SF
1268,13160,"JOGBANI-KOLK",SF
1269,13161,"KOLKATA-BALU",SF
1270,13162,"BLGT-KOLKATA",SF
1271,13163,"HATEBAZARE E",SF
1272,13164,"HATE BAZARE",SF
1273,13165,"KOLKATA-SITA",SF
1274,13166,"SITAMARI-KOL",SF
1275,13167,"KOAA-AGC WKL",SF
1276,13168,"AGC-KOAA WKL",SF
1277,13185,"GANGA SAGAR",SF
1278,13186,"JYG-SDAH GAN",SF
1279,13187,"SDAH-RPH EXP",EXP
1280,13188,"RPH-SDAH EXP",EXP
1281,13201,"RJPB LTT EXP",EXP
1282,13202,"LTT  RJPB EX",SF
1283,13205,"SHC-DNR JANH",JST
1284,13206,"DNR-SHC JANH",JST
1285,13225,"JYG-RJPB  IN",SF
1286,13226,"RJPB-JYG INT",SF
1287,13233,"RGD - DNR IN",SF
1288,13234,"DNR - RGD IN",SF
1289,13235,"SBG - DNR IN",SF
1290,13236,"DNR - SBG IN",SF
1291,13237,"PNBE- KOTA",SF
1292,13238,"KOTA - PNBE",SF
1293,13239,"PNBE-KOTA EX",SF
1294,13241,"BAKA- RJPB(T",SF
1295,13242,"BANKA-RJPB (",SF
1296,13243,"PNBE-GAYA -B",SF
1297,13244,"BBU-GAYA-PNB",SF
1298,13245,"NJP-RJPB CAP",SF
1299,13246,"RJPB-NJP CAP",SF
1300,13247,"KYQ-RJPB CAP",SF
1301,13248,"RJPB-KYQ CAP",SF
1302,13249,"PNBE-BBU INT",SF
1303,13250,"BBU-PNBE INT",SF
1304,13257,"JAN SADHARAN",JST
1305,13287,"SOUTH BIHAR",SF
1306,13301,"SUVARNA REKH",SF
1307,13303,"DHN -RNC INT",SF
1308,13304,"RNC-DHN INTE",SF
1309,13305,"DHN-GAYA INT",SF
1310,13306,"GAYA-DHN  IN",SF
1311,13307,"GANGASUTLEJ",SF
1312,13308,"GANGASATLUJ",SF
1313,13319,"BDME-RNC EXP",EXP
1314,13320,"RNC-BDME EXP",EXP
1315,13329,"GANGA DAMODA",SF
1316,13331,"DHN-PNBE INT",SF
1317,13332,"PNBE-DHN  IN",SF
1318,13345,"BSB-SGRL INT",SF
1319,13346,"SGRL-BSB INT",SF
1320,13347,"PALAMU EXPRE",EXP
1321,13348,"PALAMUEXP",EXP
1322,13351,"DHANBAD - AL",SF
1323,13352,"ALLEPY-DHANB",SF
1324,13403,"VANANCHAL EX",SF
1325,13409,"MLDT-JMP INT",SF
1326,13410,"JMP-MLDT INT",SF
1327,13413,"FARAKKA EXPR",EXP
1328,13414,"FARKKA EXPRE",EXP
1329,13415,"MLDT-PNBE EX",SF
1330,13416,"PNBE-MLDT EX",SF
1331,13417,"DIGHA-MLDT W",SF
1332,13418,"MLDT-DIGHA",SF
1333,13419,"JANASEWA EXP",EXP
1334,13420,"JANSEWA EXPR",EXP
1335,13421,"NDAE-NFK EXP",EXP
1336,13422,"NFK-NDAE EXP",EXP
1337,13423,"BGP-AII WKLY",SF
1338,13424,"AII- BGPWKLY",SF
1339,13425,"MLDT-ST WEEK",SF
1340,13426,"ST-MLDT WKLY",SF
1341,13429,"MLDT-ANVT WK",SF
1342,13430,"ANVT-MLDT WK",SF
1343,13465,"MLDT INTERCI",SF
1344,13501,"HLZ - ASANSO",SF
1345,13502,"ASN -  HLZ E",SF
1346,13505,"DIGHA-ASANSO",SF
1347,13507,"ASANSOL-GORA",SF
1348,13508,"GKP-ASN WKLY",SF
1349,13509,"ASANSOL-GOND",SF
1350,13510,"GD-ASN WKLY",SF
1351,13511,"TATA-ASN TRI",SF
1352,13512,"ASN-TATA TRI",SF
1353,14001,"DLI-ATT LINK",SF
1354,14002,"ATT-DLI LINK",SF
1355,14003,"MLDT-NDLS EX",SF
1356,14004,"NDLS-MLDT EX",SF
1357,14005,"LICHCHIVI EX",SF
