train_id,train_number,train_name,train_type
3415,52240,"STP-MLN-  PA",SF
3416,52241,"BRK-MLN PASS",SF
3417,52242,"STP-BRK- PAS",SF
3418,52252,"MLN-BRK PASS",SF
3419,52259,"GNAN-MLN PAS",SF
3420,52260,"MLN-GD  PASS",SF
3421,52263,"GNAN-NPR PAS",SF
3422,52264,"NPR-BRK PASS",SF
3423,52265,"BRK-NPR  PAS",SF
3424,52267,"BRK-NPR PASS",SF
3425,52268,"LMP-MLN PASS",SF
3426,52297,"PBE-SZP PASS",SF
3427,52298,"SZP-PBE- PAS",SF
3428,52451,"KLK-SML SHIV",SF
3429,52453,"KLK-SML MAIL",SF
3430,52454,"SML-KLK MAIL",SF
3431,52455,"KLK-SML",SF
3432,52456,"SML-KLK",SF
3433,52457,"KLK-SML PASS",SF
3434,52458,"SML-KLK PASS",SF
3435,52461,"PTK-JMKR PAS",SF
3436,52462,"PTK-JMKR",SF
3437,52463,"PTK-BJPL",SF
3438,52464,"BJPL-PTK PAS",SF
3439,52465,"PTK-BJPL PAS",SF
3440,52468,"BJPL-PTK",SF
3441,52471,"PTK-JDNX PAS",SF
3442,52472,"JDNX-PTK PAS",SF
3443,52540,"DJ - KGN - N",SF
3444,52541,"NJP-KGN-DJ P",SF
3445,52570,"DJ-KGN RED P",SF
3446,52571,"KGN-DJ RED P",SF
3447,52587,"KGN - DJ PAS",SF
3448,52588,"DJ - KGN PAS",SF
3449,52591,"DJ - GHUM -",SF
3450,52595,"DJ-GHUM-DJ J",SF
3451,52911,"RUJ-ADIJ FAS",SF
3452,52912,"ADIJ-RUJ FAS",SF
3453,52913,"RUJ - ADIJ F",SF
3454,52929,"VRLF - DASF",SF
3455,52930,"DASF - VRLF",SF
3456,52931,"JLR - DASF",SF
3457,52932,"DASF - JLR",SF
3458,52933,"VRLF-DASF MG",SF
3459,52934,"BTDF - GG  M",SF
3460,52935,"GG - BTDF  M",SF
3461,52938,"BTDF - ADI M",SF
3462,52939,"ADI - BTDF",SF
3463,52940,"BTDF - GG MG",SF
3464,52947,"JLRF - DASF",SF
3465,52948,"DASF - JLRF",SF
3466,52949,"VRLF - DVA M",SF
3467,52950,"DVA - VRLF M",SF
3468,52951,"DVA-JND  MG",SF
3469,52952,"JND-DVA MG P",SF
3470,52953,"KODR - VRLF",SF
3471,52954,"VRLF - KODR",SF
3472,52955,"KJV - JND MG",SF
3473,52956,"JND - KJV MG",SF
3474,52963,"DADN SWD MG",SF
3475,52964,"SWD DADN MG",SF
3476,52974,"SWD-DADN MG",SF
3477,52988,"SWD -DADN MG",SF
3478,53001,"HWH - AZ PAS",SF
3479,53002,"AZ-HWH PASSE",SF
3480,53005,"KWAE-AZ PASS",SF
3481,53006,"AZ-KWAE PASS",SF
3482,53007,"KWAE - RPH P",SF
3483,53008,"RPH - KWAE P",SF
3484,53009,"KWAE - AZ PA",SF
3485,53010,"AZ-KWAE  PAS",SF
3486,53011,"KWAE - AZ  P",SF
3487,53012,"AZ- KWAE  PA",SF
3488,53014,"AZ - KWAE  P",SF
3489,53016,"AZ - KWAE PA",SF
3490,53021,"AZ-SBG PASSE",SF
3491,53022,"SBG-AZ PASSE",SF
3492,53023,"AZ-RPH PASSE",SF
3493,53024,"RPH - AZ  PA",SF
3494,53025,"AZ - RPH  PA",SF
3495,53026,"RPH - AZ PAS",SF
3496,53027,"AZ - MLDT PA",SF
3497,53028,"MLDT -AZ PAS",SF
3498,53029,"AZ-BGP PASSE",SF
3499,53030,"BGP-AZ PASSE",SF
3500,53031,"AZ -RPH  PAS",SF
3501,53035,"AZ-BHW PASSE",SF
3502,53036,"BHW-AZ PASSE",SF
3503,53037,"SBG-BGP PASS",SF
3504,53038,"BGP-SBG PASS",SF
3505,53041,"HWH- JYG PAS",SF
3506,53042,"JYG-HWH PASS",SF
3507,53043,"HWH-RGD PASS",SF
3508,53044,"RGD-HWH PASS",SF
3509,53045,"MAYURAKSHI F",SF
3510,53047,"VISWABHARARI",SF
3511,53048,"VISWABHARATI",SF
3512,53049,"HWH-MKA PASS",SF
3513,53050,"MKA - HWH PA",SF
3514,53061,"BWN-RANCHI P",SF
3515,53062,"RNC-BWN PASS",SF
3516,53063,"BWN - BHW PA",SF
3517,53064,"BHW - BWN PA",SF
3518,53068,"RPH-BWN PASS",SF
3519,53069,"BWN-RPH PASS",SF
3520,53073,"RPH-SBG PASS",SF
3521,53074,"SBG-RPH PASS",SF
3522,53075,"RPH-BHW PASS",SF
3523,53076,"BHW-RPH PASS",SF
3524,53081,"RPH-DUMKAI P",SF
3525,53131,"SDAH- MFP PA",SF
3526,53132,"MFP-SDAH PAS",SF
3527,53137,"RPH BHW PASS",SF
3528,53139,"KOAA JSME PG",SF
3529,53140,"JASIDIH KOLK",SF
3530,53171,"SDAH-LGL PAS",SF
3531,53172,"LGL SDAH PGR",SF
3532,53175,"SDAH-LGL PGR",SF
3533,53176,"LGL-SDAH PAS",SF
3534,53178,"LGL-SDAH PGR",SF
3535,53179,"CP - LGL PAS",SF
3536,53180,"LGL-KOAA PAS",SF
3537,53181,"LGL PGR",SF
3538,53207,"IPR- FUT PAS",SF
3539,53208,"FUT-IPR PASS",SF
3540,53209,"RGD-FUT PASS",SF
3541,53210,"FUT-RGD PASS",SF
3542,53211,"PNBE - SSM P",SF
3543,53212,"SSM - PNBE P",SF
3544,53213,"PNBE-GAYA PA",SF
3545,53214,"GAYA-PNBE PA",SF
3546,53221,"RGD-BKP PASS",SF
3547,53222,"BKP-RGD PASS",SF
3548,53225,"BKP-GAYA PAS",SF
3549,53229,"RGD-DNR PASS",SF
3550,53230,"DNR-RGD PASS",SF
3551,53231,"TIA-DNR PASS",SF
3552,53232,"DNR-TIA PASS",SF
3553,53323,"SNDT-DHN PAS",SF
3554,53324,"DHN-SNDT PAS",SF
3555,53327,"SNDT-GMO PAS",SF
3556,53328,"GMO-SNDT PAS",SF
3557,53343,"GMO-CPU PASS",SF
3558,53344,"CPU-GMO PASS",SF
3559,53345,"CPU-ALD PASS",SF
3560,53346,"ALD-CPU PASS",SF
3561,53347,"GMO-BRWD PAS",SF
3562,53348,"BRWD-GMO PAS",SF
3563,53349,"BRWD-DOS PAS",SF
3564,53350,"DOS-BRWD PAS",SF
3565,53351,"BRWD-CAR PAS",SF
3566,53352,"CAR-BRWD PAS",SF
3567,53357,"BRKA-DOS PAS",SF
3568,53358,"DOS-BRKA PAS",SF
3569,53363,"GAYA-DOS PAS",SF
3570,53364,"DOS-GAYA PAS",SF
3571,53365,"KWAR-KQR PAS",SF
3572,53366,"KQR-KWAR PAS",SF
3573,53371,"KQR-HZBN-BRK",SF
3574,53372,"BRKA-HZBN-KQ",SF
3575,53401,"SBG-MLDT PAS",SF
3576,53402,"MLDT-SBG PAS",SF
3577,53403,"RPH-GAYA PAS",SF
3578,53404,"GAYA-JMP PAS",SF
3579,53408,"JMP-RPH PASS",SF
3580,53411,"BHW-SBG PASS",SF
3581,53412,"SBG-BHW PASS",SF
3582,53415,"SBG-JMP PASS",SF
3583,53416,"JMP-SBG PASS",SF
3584,53417,"BWN-MLDT PAS",SF
3585,53418,"MLDT-BWN PAS",SF
3586,53423,"JMP-KEU PASS",SF
3587,53424,"KIUL-JMP PGR",SF
3588,53431,"SBG-JMP PGR",SF
3589,53433,"AZ-BHW PASS",SF
3590,53434,"BHW-AZ PASS",SF
3591,53441,"HSDA - BGP P",SF
3592,53442,"BGP - HSDAPG",SF
3593,53443,"MDLE - BGP P",SF
3594,53444,"BGP - MDLE P",SF
3595,53446,"BGP - HSDA P",SF
3596,53447,"BAKA - BGP P",SF
3597,53448,"BGP - BAKA P",SF
3598,53451,"DUMK-HSDA PA",SF
3599,53452,"HSDA-DUMK PA",SF
3600,53479,"JMP-KIUL PAS",SF
3601,53480,"KIUL-JMP PAS",SF
3602,53481,"TPL-RJL PGR",SF
3603,53482,"RJL-TPH PGR",SF
3604,53493,"TPH - RJL",SF
3605,53494,"RJL-TPH PASS",SF
3606,53495,"TPH-RJL PASS",SF
3607,53496,"RJL-TPH",SF
3608,53497,"BGP-JMP PASS",SF
3609,53498,"JMP-BGP PASS",SF
3610,53511,"MDP-GRD PASS",SF
3611,53512,"GRD-MDP PASS",SF
3612,53519,"MDP - GRD PA",SF
3613,53520,"GRD - MDP PA",SF
3614,53523,"ASN-BRKA PAS",SF
3615,53524,"DHN-ASN PASS",SF
3616,53525,"BRKA-BSB PAS",SF
3617,53526,"BSB-BRKA PAS",SF
3618,53551,"JSME-DUMKA P",SF
3619,53552,"DUMKA- JSME",SF
3620,53553,"JSME DUMKA P",SF
3621,53554,"DUMKA  JSME",SF
3622,53555,"JSME DMKA PA",SF
3623,53556,"DMKA JSME PA",SF
3624,53612,"DOS-BRWD",SF
3625,53615,"JMP-GAYA PAS",SF
3626,53616,"GAYA-JAMALPU",SF
3627,53623,"JAJ - GAYA P",SF
3628,53624,"GAYA-JAJ  PA",SF
3629,53625,"KIUL-GAYA",SF
3630,53626,"GAYA - KIUL",SF
3631,53628,"GAYA-KIUL  P",SF
3632,53629,"KIUL-GAYA PA",SF
3633,53630,"GAYA -KIUL",SF
3634,53632,"GAYA-KIUL PA",SF
3635,53641,"DLN -MGS-PAS",SF
3636,53642,"MGS-DLN  PAS",SF
3637,53643,"DLN-TRG PASS",SF
3638,53644,"TRG-DLN PASS",SF
3639,54001,"TILAK BRIDGE",SF
3640,54002,"ROHTAK TILAK",SF
3641,54005,"DELHI BHIWAN",SF
3642,54006,"JIND ROK PAS",SF
3643,54007,"JIND PNP ROK",SF
3644,54010,"NRW-JIND PAS",SF
3645,54011,"TKJ SDLP PAS",SF
3646,54012,"SDLP TKJ PAS",SF
3647,54013,"ROK BNW PASS",SF
3648,54014,"BNW ROK PASS",SF
3649,54015,"ROK-BNW PASS",SF
3650,54018,"BNW-ROK PASS",SF
3651,54019,"RE-ROK PASS",SF
3652,54023,"ROHTAK JIND",SF
3653,54024,"JIND DELHI P",SF
3654,54025,"ROK-PNP PASS",SF
3655,54026,"PNP-ROK PASS",SF
3656,54031,"DELHI JIND P",SF
3657,54032,"NRW- DELHI P",SF
3658,54035,"DELHI JIND J",SF
3659,54036,"JAKHAL JIND",SF
3660,54037,"KKDE-JIND PA",SF
3661,54038,"JIND-KKDE PA",SF
3662,54043,"JIND -HSR PA",SF
3663,54044,"HSR-JIND PAS",SF
3664,54045,"JHI - FZR PA",SF
3665,54046,"FZR - JHI PA",SF
3666,54048,"JIND",SF
3667,54049,"ROK PNP JIND",SF
3668,54050,"JIND PAINPAT",SF
3669,54051,"LDH-FZR PASS",SF
3670,54052,"FZR-LDH PASS",SF
3671,54053,"JHL LDH PASS",SF
3672,54054,"LUDHINA JHL",SF
3673,54055,"MORADABAD DE",SF
3674,54057,"DELHI SMQL P",SF
3675,54058,"SMQL DLI PAS",SF
3676,54059,"DLI SMQL PAS",SF
3677,54075,"SHAJANPUR DE",JST
3678,54076,"DELHI SHAJAN",JST
3679,54077,"BE-MB",SF
3680,54078,"MB-BE PASSEN",SF
3681,54085,"DLI-RE PASSA",SF
3682,54086,"RE-DLI PASSE",SF
3683,54091,"NBD-KTW",SF
3684,54092,"KTW-NBD PASS",SF
3685,54101,"UCR-CNB-PASS",SF
3686,54102,"ALD-UCR-CNB-",SF
3687,54103,"CAR-ALD PASS",SF
3688,54104,"ALD-CAR PASS",SF
3689,54107,"JNU-ALD-PASS",SF
3690,54108,"ALD-JNU-PASS",SF
3691,54109,"MGS - FD PAS",SF
3692,54152,"CNB-FTP-PASS",SF
3693,54153,"RBL-UCR-CNB",SF
3694,54154,"CNB-UCR-RBL",SF
3695,54155,"CNB FBD PASS",SF
3696,54156,"FBD-CNB PASS",SF
3697,54158,"FKD-CNB PASS",SF
3698,54159,"JHS-ALD PASS",SF
3699,54161,"KURJ-CNB-PAS",SF
3700,54162,"CNB-KURJ-PAS",SF
3701,54201,"LKO-RBD PASS",SF
3702,54211,"RBL-CNB PASS",SF
3703,54212,"KANPUR RAI B",SF
3704,54221,"RBL-DMW-LLJ-",SF
3705,54222,"LLJ-DMW-RBL",SF
3706,54225,"UCR-RBL PASS",SF
3707,54226,"RBL-UCR PASS",SF
3708,54231,"FD-LKO PASSE",SF
3709,54232,"LKO-FD PASSE",SF
3710,54233,"FD - LKO PAS",SF
3711,54234,"LKO-FD PASS",SF
3712,54237,"MUR-FD PASS",SF
3713,54238,"FD-MUR PASS",SF
3714,54239,"MUR-AY PASS",SF
3715,54240,"AY-MUR PASS",SF
3716,54251,"LKO-SRE PASS",SF
3717,54252,"SRE - LKO PA",SF
3718,54253,"PYG-LKO PASS",SF
3719,54254,"LKO-PYG PASS",SF
3720,54255,"BSB-LKO PASS",SF
3721,54256,"LKO-BSB PASS",SF
3722,54261,"MGS-BSB-JNU",SF
3723,54262,"JNU - BSB PA",SF
3724,54263,"BSB-SLN PASS",SF
3725,54264,"SLN-BSB PASS",SF
3726,54267,"MGS-BSB PASS",SF
3727,54268,"BSB-MGS PASS",SF
3728,54270,"BSB-MGSPASSE",SF
3729,54271,"ARA-SSM-MGS",SF
3730,54272,"MGS-ARA  PAS",SF
3731,54273,"ARA-SSM PASS",SF
3732,54274,"SSM-ARA PASS",SF
3733,54281,"SLN-LKO PASS",SF
3734,54282,"LKO-SLN PASS",SF
3735,54284,"LKO-SLN",SF
3736,54291,"BSB-PBH PASS",SF
3737,54292,"PBH-BSB PASS",SF
3738,54293,"PBH-LKO PASS",SF
3739,54294,"LKO-PBH PASS",SF
3740,54303,"DLI-KLK PASS",SF
3741,54304,"KLK DLI PASS",SF
3742,54307,"MB-DLI PASSE",SF
3743,54308,"DELHI MORADA",SF
3744,54309,"DLI-RE PASSE",SF
3745,54311,"BAREILLY MOR",SF
3746,54312,"MORADABAD CH",SF
3747,54313,"CHANDAUSI MO",SF
3748,54321,"PASSENGER",PASS
3749,54325,"CNB SPC BLM",SF
3750,54326,"SPC BLM CNB",SF
3751,54327,"SPC SPN PASS",SF
3752,54328,"SPN SCC PASS",SF
3753,54329,"BALAMAU SHAH",SF
3754,54330,"SPN-BLM PASS",SF
3755,54331,"LUCKNOW BALA",SF
3756,54335,"BALAMAU-KANP",SF
3757,54336,"CNB - BLM PA",SF
3758,54341,"SRE - DDN PA",SF
3759,54342,"DDN - SRE PA",SF
3760,54351,"ALIGARH BARE",SF
3761,54352,"BE - ALJN PA",SF
3762,54353,"ALJN-BE PASS",SF
3763,54354,"BARELLY ALIG",SF
3764,54355,"ROZA BARELLY",SF
3765,54356,"BE - RAC PAS",SF
3766,54371,"PRG-BE PASS.",SF
3767,54372,"FD-PRG PASSE",SF
3768,54373,"PRG-FD PASSE",SF
3769,54375,"PRG- JNU PAS",SF
3770,54376,"JNU-PRG PASS",SF
3771,54377,"PRAYAG- BARE",SF
3772,54378,"BE-PRG PASSE",SF
3773,54381,"GAJRAULA NAJ",SF
3774,54382,"NBD-GJL PASS",SF
3775,54383,"GJL-NBD PASS",SF
3776,54384,"NAJIBABAD GA",SF
3777,54385,"NBD KTW PASS",SF
3778,54386,"KTW NBD PASS",SF
3779,54388,"KOTDEWAR NBD",SF
3780,54391,"ALJN-MB PASS",SF
3781,54392,"MB-ALJN PASS",SF
3782,54393,"MB-GJL PASSE",SF
3783,54394,"GJL-MB PASSE",SF
3784,54395,"MB-NBD PASSE",SF
3785,54396,"NBD-MB PASSE",SF
3786,54397,"SHTS-MB PASS",SHT
3787,54398,"MB-SHTS PASS",SHT
3788,54401,"KHURJA MEERU",SF
3789,54402,"MTC-KRJ PASS",SF
3790,54404,"MEERUT CITY",SF
3791,54406,"MTC -KRJ PAS",SF
3792,54411,"RE-MTC PASSE",SF
3793,54412,"MTC-RE PASSE",SF
3794,54423,"DLI-BNW  PAS",SF
3795,54424,"BIWANI ROHTA",SF
3796,54461,"BKI-BARELLY",SF
3797,54462,"BE/BKI PASS",SF
3798,54463,"CH-RKSH PASS",SF
3799,54464,"RKSH-CH PASS",SF
3800,54465,"FBD-TDL PASS",SF
3801,54466,"TDL-FKD PASS",SF
3802,54467,"TDL-ETH PASS",SF
3803,54468,"ETH-TDL",SF
3804,54470,"ETH-TDL PASS",SF
3805,54471,"DLI - RKSH P",SF
3806,54472,"RKSH-DLI PAS",SF
3807,54473,"DLI SRE PASS",SF
3808,54474,"SAHARANPUR N",SF
3809,54475,"DLI - HW PAS",SF
3810,54481,"HW - RKSH PA",SF
3811,54482,"RKSH - HW PA",SF
3812,54483,"HW-RKSH PASS",SF
3813,54484,"RKSH-HW PASS",SF
3814,54531,"UMB KLK PASS",SF
3815,54532,"KLK UMB PASS",SF
3816,54539,"DELHI AMBALA",SF
3817,54540,"AMBALA DELHI",SF
3818,54541,"MEERUT AMBAL",SF
3819,54542,"AMBALA MEERU",SF
3820,54551,"UMB - BTI PA",SF
3821,54552,"BTI - UMB PA",SF
3822,54553,"UMB - DUI PA",SF
3823,54555,"DUI - BTI PA",SF
3824,54557,"UMB - PTA PA",SF
3825,54558,"PTA - UMB PA",SF
3826,54559,"BTI-FKA",SF
3827,54560,"FKA-BTI PASS",SF
3828,54561,"BTI - FZR  P",SF
3829,54562,"FZR BTI  PAS",SF
3830,54563,"BTI - FZR PA",SF
3831,54564,"FZR -  BTI",SF
3832,54571,"LDH - FZR PA",SF
3833,54572,"FZR - LDH PA",SF
3834,54575,"LDH - LNK PA",SF
3835,54576,"LNK - LDH PA",SF
3836,54581,"NLDM - UNA P",SF
3837,54582,"UNA - NLDM P",SF
3838,54601,"HSR-ASR PASS",SF
3839,54602,"ASR-HSR PASS",SF
3840,54603,"HSR-LDH PASS",SF
3841,54604,"LDH-HSR PASS",SF
3842,54605,"SDLP-LDH PAS",SF
3843,54611,"ASR-PTK PASS",SF
3844,54612,"PTK-ASR  PAS",SF
3845,54613,"ASR-PTKPASS",SF
3846,54614,"PTK-ASR PASS",SF
3847,54615,"ASR - PTK PA",SF
3848,54621,"JUC - PTK PA",SF
3849,54622,"PTK - JUC PA",SF
3850,54625,"JJJ - JUC PA",SF
3851,54626,"JUC - JJJ PA",SF
3852,54631,"DUI JHL HSR",SF
3853,54632,"DHURI -SSA P",SF
3854,54633,"SIRSA- LUDHI",SF
3855,54634,"LDH HSR PASS",SF
3856,54635,"HISAR LUDHIN",SF
3857,54636,"LUDHINA HISA",SF
3858,54637,"JUC-HSX PASS",SF
3859,54638,"HSX-JUC DMU",SF
3860,54641,"DLI-FZR PASS",SF
3861,54642,"FZR - DLI PA",SF
3862,54643,"JUC-FZR DMU",SF
3863,54644,"FZR-JUC PASS",SF
3864,54651,"JAT-UHP DMU",SF
3865,54654,"UHP-JAT DMU",SF
3866,54701,"BTI LGH PASN",SF
3867,54702,"LGH-ABS PASS",SF
3868,54703,"ABS JU PASSE",SF
3869,54704,"JU BTI PASEN",SF
3870,54751,"RE-SGNR  PAS",SF
3871,54752,"SGNR-RE PASS",SF
3872,54753,"BTI-SGNR PAS",SF
3873,54754,"SGNR-BTI PAS",SF
3874,54757,"UMB-SGNR PAS",SF
3875,54758,"SGNR-UMB PAS",SF
3876,54759,"SGNR-SOG PAS",SF
3877,54760,"SOG-SGNR PAS",SF
3878,54763,"SDLP SGNR PA",SF
3879,54764,"SGNR SDLP PA",SF
3880,54765,"DUI-BTI PASS",SF
3881,54766,"BTI-DUI PASS",SF
3882,54781,"BTI-RE PAASE",SF
3883,54782,"RE-BTI PASS",SF
3884,54783,"FKA-RE PASSE",SF
3885,54784,"RE-FKA PASSE",SF
3886,54785,"FZR-FKA PASS",SF
3887,54786,"FKA-FZR PASS",SF
3888,54787,"BNW-RE PASSE",SF
3889,54788,"RE-BNW PASSE",SF
3890,54789,"RE BKN PASSE",SF
3891,54790,"BKN RE PASSE",SF
3892,54791,"MTJ-BNW PASS",SF
3893,54792,"BNW-MTJ PASS",SF
3894,54793,"SWM-MTJ PASS",SF
3895,54794,"MTJ-SWM PASS",SF
3896,54803,"JU - ADI PAS",SF
3897,54804,"ADI - JU PAS",SF
3898,54805,"JAIPUR PASSE",SF
3899,54806,"JP ADI PASSN",SF
3900,54809,"RE-JU PASS",SF
3901,54810,"JU-RE PASSEN",SF
3902,54813,"JU-BME PASS",SF
3903,54819,"JSM-JU    PA",SF
3904,54820,"JU-JSM  PASS",SF
3905,54825,"JU-BARA  PAS",SF
3906,54826,"BARA-JU  PAS",SF
3907,54833,"JP HSR PASS",SF
3908,54834,"HSR JP PASS",SF
3909,54835,"HSR-RE PAS.",SF
3910,54836,"RE-HSR PASS.",SF
3911,54881,"BME - MBF PA",SF
3912,54882,"MBF - BME PA",SF
3913,55001,"GKP-AY PASSE",SF
3914,55002,"AY-GKP  PASS",SF
3915,55007,"PPTA-GKP PAS",SF
3916,55008,"GKP-PPTA PAS",SF
3917,55009,"BTT-CPR- PAS",SF
3918,55010,"CPR-BTT PASS",SF
3919,55011,"SV-GKP PASSE",SF
3920,55012,"GKP-SV PASSE",SF
3921,55013,"CPR-BSB PASS",SF
3922,55014,"MUV-CPR PASS",SF
3923,55017,"PR-MAU PASSA",SF
3924,55018,"MAU-CPR PASS",SF
3925,55019,"CPR-GKP PASS",SF
3926,55020,"GKP-CPR PASS",SF
3927,55021,"SPJ-SV PASSE",SF
3928,55022,"SV-SPJ PASSE",SF
3929,55025,"GKP-GD  PASS",SF
3930,55026,"GD-GKP PASSE",SF
3931,55027,"GKP-GD PASSE",SF
3932,55028,"GD-GKP  PASS",SF
3933,55029,"NKE-GKP PASS",SF
3934,55030,"GKP-NKE PASS",SF
3935,55031,"JEA-LJN  PAS",SF
3936,55032,"DAL-JEA PASS",SF
3937,55033,"GD-SSC  PASS",SF
3938,55034,"SPC-GD  PASS",SF
3939,55035,"GD-SCC PASSE",SF
3940,55036,"SCC-GD PASSE",SF
3941,55037,"BUW-SPC  PAS",SF
3942,55038,"SCC-BUW  PAS",SF
3943,55042,"GKP-BTH PASS",SF
3944,55043,"GKP-NTV PASS",SF
3945,55044,"NTV-GKP PASS",SF
3946,55045,"SCC-SPN PASS",SF
3947,55046,"SPN-SCC PASS",SF
3948,55049,"JEA-DAL PASS",SF
3949,55050,"LJN-JEA  PAS",SF
3950,55051,"GKP- NTV PAS",SF
3951,55052,"NTV-GKP  PAS",SF
3952,55055,"CPJ-GKP PASS",SF
3953,55056,"GKP-CPJ PASS",SF
3954,55075,"SV-GKP PASSA",SF
3955,55076,"GKP-SV PASSA",SF
3956,55077,"GKP-BNY PASS",SF
3957,55078,"BNY-GKP PASS",SF
3958,55079,"BTH-GKP PASS",SF
3959,55101,"BTT-BHJ  PAS",SF
3960,55102,"BHJ-BTT PASS",SF
3961,55105,"SRU-BHJ PASS",SF
3962,55106,"BHJ-SRU PASS",SF
3963,55107,"SV-THE PASSE",SF
3964,55108,"THE-SV PASSE",SF
3965,55115,"CPR-SV PASSE",SF
3966,55116,"SV-CPR PASSE",SF
3967,55119,"GKP-BSB PASS",SF
3968,55120,"BSB-GKP PASS",SF
3969,55122,"MUV-BTT PASS",SF
3970,55123,"BTT-BCY PASS",SF
3971,55125,"MUV - ALY  P",SF
3972,55126,"ALY-BSB PASS",SF
3973,55127,"BSB- ALY  PA",SF
3974,55128,"ALY - MUV PA",SF
3975,55129,"BSB-ALY PASS",SF
3976,55130,"ALY- MUV PAS",SF
3977,55132,"BCY-CPR PASS",SF
3978,55133,"BUI - BCY  P",SF
3979,55134,"MUV - BUI  P",SF
3980,55135,"AMH-MUV PASS",SF
3981,55136,"MUV-AMH PASS",SF
3982,55137,"BUI - SHG  P",SF
3983,55138,"SHG - BUI  P",SF
3984,55139,"BUI- SHG PAS",SF
3985,55143,"ARJ-JNU PASS",SF
3986,55144,"JNU-ARJ PASS",SF
3987,55145,"SRU-BHJ  PAS",SF
3988,55149,"GKP-BCY PASS",SF
3989,55150,"BCY-GKP PASS",SF
3990,55159,"ARJ- JNU PAS",SF
3991,55163,"SHG-MAU-ARJ",SF
3992,55164,"ARJ-MAU-SHG",SF
3993,55165,"CPR-DDA PASS",SF
3994,55166,"DDA-CPR PASS",SF
3995,55167,"DDA-SV PASSE",SF
3996,55168,"SV-DDA PASSE",SF
3997,55171,"DDA-MGZ PASS",SF
3998,55172,"MGZ-DDA PASS",SF
3999,55181,"THE-CI-PASSE",SF
4000,55182,"THE-CI  PASS",SF
4001,55183,"CI-MHC PASSE",SF
4002,55184,"CI-THE PASSE",SF
4003,55207,"MFP-NKE PASS",SF
4004,55208,"NKE-MFP PASS",SF
4005,55211,"MFP-RXL PASS",SF
4006,55212,"RXL-MFP PASS",SF
4007,55214,"NKE-MFP  PAS",SF
4008,55215,"MFP-PPTA PAS",SF
4009,55216,"PPTA-MFP PAS",SF
4010,55221,"KIR-BJU PASS",SF
4011,55222,"BJU-KIR PASS",SF
4012,55223,"KIR-DBG PASS",SF
4013,55224,"DBG-KIR PASS",SF
4014,55225,"MFP-RXL PAS",SF
4015,55226,"RXL-MFP PAS",SF
4016,55227,"SPJ-MFP PASS",SF
4017,55228,"MFP-SPJ PASS",SF
4018,55229,"BJU-PPTA PAS",SF
4019,55230,"PPTA-BJU PAS",SF
4020,55231,"PPTA-PNBE PA",SF
4021,55232,"PNBE-PPTA PA",SF
4022,55237,"BJU-SPJ PASS",SF
4023,55238,"SPJ-BJU PASS",SF
4024,55301,"MB-KGM  PASS",SF
4025,55302,"KGM-MB PASSE",SF
4026,55303,"MB-KGM PASSE",SF
4027,55305,"MB-RMR PASSE",SF
4028,55306,"RMR-MB  PASS",SF
4029,55307,"MB-RMR  PASS",SF
4030,55311,"MB-KPV  PASS",SF
4031,55312,"KPV-MB PASSE",SF
4032,55313,"KPV-RMR PASS",SF
4033,55314,"RMR-KPV  PAS",SF
4034,55315,"LKU-KPV  PAS",SF
4035,55316,"KPV-LKU PASS",SF
4036,55319,"LKU-KPV PASS",SF
4037,55325,"LJN-KSJ  PAS",SF
4038,55326,"KSJ-LJN  PAS",SF
4039,55327,"CNB-FBD PASS",SF
4040,55329,"SKB-KSJ PASS",SF
4041,55330,"KSJ-SKB PASS",SF
4042,55331,"FBD-KSJ PASS",SF
4043,55332,"KSJ-FBD PASS",SF
4044,55333,"KSJ-AF PASSE",SF
4045,55334,"MTJ-KSJ PASS",SF
4046,55335,"BC-LKU PASSE",SF
4047,55336,"LKU-BC PASSE",SF
4048,55337,"KSJ-AH FAST",SF
4049,55338,"AH-KSJ  PASS",SF
4050,55339,"KSJ-MTJ  PAS",SF
4051,55340,"MTJ-KSJ  PAS",SF
4052,55341,"KSJ-BTE PASS",SF
4053,55342,"BTE-KSJ  PAS",SF
4054,55343,"KSJ-BC PASSE",SF
4055,55344,"BC-KSJ PASSE",SF
4056,55355,"KSJ-BC-PASS",SF
4057,55356,"BC- KSJ-PASS",SF
4058,55358,"BC-KSJ-PASS",SF
4059,55361,"BC-PBE PASSE",SF
4060,55362,"PBE-BC PASSE",SF
4061,55363,"IZN-PBE PASS",SF
4062,55371,"PBE-MJZ PASS",SF
4063,55372,"MJZ-PBE",SF
4064,55374,"MJZ-PBE PASS",SF
4065,55421,"MLDT - BLGT",SF
4066,55422,"BLGT - MLDT",SF
4067,55465,"APDJ - BXT P",SF
4068,55466,"BXT - APDJ P",SF
4069,55467,"SGUJ - BXT P",SF
4070,55468,"BXT - SGUJ P",SF
4071,55513,"SPJ-JYG PASS",SF
4072,55514,"JYG-SPJ PASS",SF
4073,55517,"DBG-JYG PASS",SF
4074,55518,"JYG-DBG PASS",SF
4075,55519,"SPJ - JYG PA",SF
4076,55527,"KAMLA GANGA",SF
4077,55533,"SHC- SPJ PAS",SF
4078,55534,"SPJ- SHC PAS",SF
4079,55537,"KIR-SPJ PASS",SF
4080,55538,"SPJ-KIR PASS",SF
4081,55539,"KIR-HJP PASS",SF
4082,55540,"HJP-KIR PASS",SF
